"","id","rid","sex","birth","race","educ","marital","children","occupat","arrests","jail","crime01","crime02","crime03","crime04","crime05","crime06","crime07","crime08","crime09","crime10","crime11","crime12","crime13","crime14"
"676","0676","991","1","40","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"677","0677","991","1","24","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"678","0678","991","1","19","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"679","0679","991","1","37","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"680","0680","991","1","45","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"681","0681","991","1","14","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"682","0682","991","1","24","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"683","0683","991","1","46","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"684","0684","991","1","26","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"685","0685","991","1","30","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"686","0686","991","1","29","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"687","0687","991","1","32","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"688","0688","991","2","45","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"689","0689","991","1","48","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"690","0690","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"691","0691","991","1","52","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"692","0692","991","1","50","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"693","0693","991","1","12","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"694","0694","991","1","22","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"695","0695","991","1","54","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"696","0696","991","1","04","1","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"697","0697","991","1","52","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"698","0698","991","1","43","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"699","0699","991","1","54","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"700","0700","991","1","34","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"701","0701","991","2","45","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"702","0702","991","1","52","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"703","0703","991","1","43","2","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"704","0704","991","1","31","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"705","0705","991","1","21","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"706","0706","991","1","10","2","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"707","0707","991","1","32","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"708","0708","991","1","11","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"709","0709","991","1","47","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"710","0710","991","1","45","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"711","0711","991","1","59","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"712","0712","991","1","53","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"713","0713","991","1","57","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"714","0714","991","1","39","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"715","0715","991","1","57","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"716","0716","991","1","44","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"717","0717","991","1","49","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"718","0718","991","1","52","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"719","0719","991","1","41","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"720","0720","991","1","26","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"721","0721","991","1","18","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"722","0722","991","1","12","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"723","0723","991","1","11","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"724","0724","991","1","24","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"725","0725","991","1","30","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"726","0726","991","1","22","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"727","0727","991","1","58","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"728","0728","991","1","56","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"729","0729","991","1","50","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"730","0730","991","1","08","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"731","0731","991","1","33","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"732","0732","991","1","15","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"733","0733","991","1","32","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"734","0734","991","1","58","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"735","0735","991","1","24","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"736","0736","991","1","17","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"737","0737","991","1","55","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"738","0738","991","1","32","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"739","0739","991","1","59","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"740","0740","991","1","21","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"741","0741","991","1","24","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"742","0742","991","1","47","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"743","0743","991","1","31","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"744","0744","991","1","38","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"745","0745","991","1","36","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"746","0746","991","1","45","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"747","0747","991","1","56","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"748","0748","991","1","61","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"749","0749","991","1","52","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"750","0750","991","1","44","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"751","0751","991","1","17","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"752","0752","991","1","47","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"753","0753","991","1","36","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"754","0754","991","1","52","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"755","0755","991","1","45","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"756","0756","991","1","50","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"757","0757","991","1","44","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"758","0758","991","1","52","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"759","0759","991","1","51","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"760","0760","991","1","30","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"761","0761","991","1","34","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"762","0762","991","1","52","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"763","0763","991","1","28","2","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"764","0764","991","1","16","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"765","0765","991","1","27","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"766","0766","991","1","51","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"767","0767","991","1","44","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"768","0768","991","1","41","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"769","0769","991","1","39","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"770","0770","991","1","53","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"771","0771","991","1","23","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"772","0772","991","1","11","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"773","0773","991","1","24","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"774","0774","991","2","45","2","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"775","0775","991","1","35","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"776","0776","991","1","44","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"777","0777","991","2","52","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"778","0778","991","1","56","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"779","0779","991","1","22","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"780","0780","991","1","51","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"781","0781","991","1","23","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"782","0782","991","1","12","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"783","0783","991","1","50","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"784","0784","991","1","59","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"785","0785","991","1","45","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"786","0786","991","1","60","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"787","0787","991","1","37","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"788","0788","991","1","45","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"789","0789","991","1","43","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"790","0790","991","1","56","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"791","0791","991","1","42","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"792","0792","991","1","21","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"793","0793","991","1","57","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"794","0794","991","2","54","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"795","0795","991","1","48","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"796","0796","991","1","20","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"797","0797","991","1","46","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"798","0798","991","1","55","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"799","0799","991","1","53","2","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"800","0800","991","1","40","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"801","0801","991","1","44","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"802","0802","991","1","37","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"803","0803","991","1","24","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"804","0804","991","1","54","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"805","0805","991","1","54","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"806","0806","991","1","53","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"807","0807","991","1","31","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"808","0808","991","1","50","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"809","0809","991","1","48","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"810","0810","991","1","29","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"811","0811","991","1","44","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"812","0812","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"813","0813","991","1","45","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"814","0814","991","1","38","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"815","0815","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"816","0816","991","1","39","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"817","0817","991","1","46","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"818","0818","991","1","32","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"819","0819","991","1","48","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"820","0820","991","1","54","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"821","0821","991","2","45","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"822","0822","991","1","54","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"823","0823","991","1","46","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"824","0824","991","2","43","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"825","0825","991","1","37","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"826","0826","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"827","0827","991","1","45","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"828","0828","991","2","44","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"829","0829","991","1","47","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"830","0830","991","1","52","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"831","0831","991","1","48","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"832","0832","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"833","0833","991","1","51","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"834","0834","991","1","41","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"835","0835","991","1","32","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"836","0836","991","1","46","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"837","0837","991","1","14","2","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"838","0838","991","1","41","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"839","0839","991","1","88","1","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"840","0840","991","1","41","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"841","0841","991","1","44","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"842","0842","991","1","39","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"843","0843","991","1","48","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"844","0844","991","1","44","2","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"845","0845","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"846","0846","991","1","58","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"847","0847","991","1","52","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"848","0848","991","1","51","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"849","0849","991","1","27","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"850","0850","991","1","57","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"851","0851","991","1","57","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"852","0852","991","1","50","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"853","0853","991","1","42","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"854","0854","991","1","42","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"855","0855","991","1","47","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"856","0856","991","1","51","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"857","0857","991","1","38","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"858","0858","991","1","41","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"859","0859","991","1","39","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"860","0860","991","1","46","2","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"861","0861","991","1","30","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"862","0862","991","1","16","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"863","0863","991","1","26","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"864","0864","991","1","53","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"865","0865","991","1","26","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"866","0866","991","1","52","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"867","0867","991","1","45","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"868","0868","991","2","49","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"869","0869","991","1","06","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"870","0870","991","1","17","2","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"871","0871","991","1","56","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"872","0872","991","1","46","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"873","0873","991","1","57","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"874","0874","991","1","39","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"875","0875","991","1","43","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"876","0876","991","1","44","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"877","0877","991","1","50","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"878","0878","991","1","55","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"879","0879","991","1","53","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"880","0880","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"881","0881","991","1","44","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"882","0882","991","1","48","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"883","0883","991","1","53","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"884","0884","991","1","47","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"885","0885","991","1","48","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"886","0886","991","2","46","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"887","0887","991","1","53","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"888","0888","991","1","19","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"889","0889","991","1","46","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"890","0890","991","2","47","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"891","0891","991","1","24","2","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"892","0892","991","1","27","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"893","0893","991","1","31","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"894","0894","991","1","46","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"895","0895","991","1","29","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"896","0896","991","1","42","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"897","0897","991","1","53","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"898","0898","991","1","26","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"899","0899","991","1","23","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"900","0900","991","1","48","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"901","0901","991","1","18","2","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"902","0902","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"903","0903","991","1","55","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"904","0904","991","1","47","1","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"905","0905","991","1","33","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"906","0906","991","1","30","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"907","0907","991","1","43","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"908","0908","991","1","46","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"909","0909","991","1","50","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"910","0910","991","1","15","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"911","0911","991","1","26","1","00","5","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"912","0912","991","1","52","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"913","0913","991","2","53","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"914","0914","991","1","07","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"915","0915","991","1","44","1","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"916","0916","991","2","55","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"917","0917","991","1","48","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"918","0918","991","1","49","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"919","0919","991","1","53","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"920","0920","991","1","59","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"921","0921","991","1","31","2","00","3","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"922","0922","991","1","07","1","00","2","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"923","0923","991","1","98","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"924","0924","991","1","22","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"925","0925","991","1","25","1","00","4","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"926","0926","991","1","31","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
"927","0927","991","1","54","2","00","1","00","00","00","000","00","00","00","00","00","00","00","00","00","00","00","00","00","00"
